ISBN;Book-Title;Book-Author;Year-Of-Publication;Publisher;Genre Principal;Genres Secondaires;Image-URL-L;Moyenne_Adolescent 12-17;Moyenne_Adulte 26-35;Moyenne_Adulte 36-50;Moyenne_Enfant 1-12;Moyenne_Jeune adulte 18-25;Moyenne_Senior 50+
0060740450;One Hundred Years of Solitude (Oprah's Book Club);Gabriel Garcia Marquez;2004-01-01;Perennial;Fiction;Classics, Magical Realism, Literature, Fantasy, Novels, Historical, Historical Fiction, European Literature, Spanish Literature, Literary Fiction, Cultural, Latin American;http://images.amazon.com/images/P/0060740450.01.LZZZZZZZ.jpg;;6.0;7.666666666666667;;;7.153846153846154
0060745908;Wicked Musical Tie-in Edition : The Life and Times of the Wicked Witch of the West;Gregory Maguire;2004-01-01;Regan Books;Fantasy;Fiction, Adult, Retellings, Science Fiction Fantasy, Adult Fiction, Paranormal, Witches, Fantasy, Magic, Fantasy, Fairy Tales, Classics;http://images.amazon.com/images/P/0060745908.01.LZZZZZZZ.jpg;;10.0;;;8.0;
006083093X;Great Short Works of Edgar Allan Poe;Edgar Allan Poe;1970-01-01;Perennial;Fiction;Poetry, Short Stories, Classics, Horror, Literature, American, Anthologies, Literature, 19th Century;http://images.amazon.com/images/P/006083093X.01.LZZZZZZZ.jpg;;;8.0;;;
006091307X;The Crying of Lot 49: A Novel (Perennial Fiction Library);Thomas Pynchon;1990-01-01;Harpercollins;Fiction;Classics, Literature, Novels, Literature, American, Mystery, Literary Fiction, Contemporary, Literature, 20th Century, The United States Of America;http://images.amazon.com/images/P/006091307X.01.LZZZZZZZ.jpg;;6.0;3.0;;;
0060915188;An American Childhood;Annie Dillard;1988-01-01;Perennial;Autobiography;Memoir, Nonfiction, Biography, Biography, Autobiography, Biography Memoir, Writing, Essays, Academic, School, Classics, Language, Writing, Adult;http://images.amazon.com/images/P/0060915188.01.LZZZZZZZ.jpg;;;9.0;;8.5;
0060915439;Holy the Firm;Annie Dillard;1988-01-01;Perennial;Nonfiction;Writing, Essays, Autobiography, Memoir, Spirituality, Philosophy, Religion, Poetry, Environment, Nature, Religion, Theology, Literature;http://images.amazon.com/images/P/0060915439.01.LZZZZZZZ.jpg;;10.0;7.0;;;
0060916095;Think on These Things;Jiddu Krishnamurti;1989-01-01;Perennial;Philosophy;Spirituality, Nonfiction, Self Help, Psychology, Religion, Philosophy, Eastern Philosophy, Cultural, India, Self Help, Personal Development, Classics;http://images.amazon.com/images/P/0060916095.01.LZZZZZZZ.jpg;;;8.0;;;5.0
006091646X;The Dance of Intimacy: A Woman's Guide to Courageous Acts of Change in Key Relationships;Harriet Lerner;1990-01-01;Perennial;Psychology;Self Help, Nonfiction, Relationships, Feminism, Self Help, Personal Development, Womens, Language, Communication, Marriage, Health, Mental Health;http://images.amazon.com/images/P/006091646X.01.LZZZZZZZ.jpg;;9.5;9.0;;;9.5
0060916494;Tell My Horse : Voodoo and Life in Haiti and Jamaica;Zora Neale Hurston;1990-01-01;Perennial;Nonfiction;History, Religion, Anthropology, Travel, Classics, Folklore, Autobiography, Memoir, Cultural, African American, Spirituality;http://images.amazon.com/images/P/0060916494.01.LZZZZZZZ.jpg;;10.0;8.0;;;
0060916516;Jonah's Gourd Vine;Zora Neale Hurston;1990-01-01;Perennial;Fiction;Classics, Cultural, African American, American, African American Literature, Historical, Historical Fiction, Literature, Literary Fiction, Womens, Literature, 20th Century, Novels;http://images.amazon.com/images/P/0060916516.01.LZZZZZZZ.jpg;;;7.5;;;6.0
0060920084;The Lost Continent: Travels in Small-Town America;Bill Bryson;1990-01-01;Perennial;Travel;Nonfiction, Humor, Autobiography, Memoir, Audiobook, Literature, American, Biography, The United States Of America, Travel, Travelogue, Humor, Comedy;http://images.amazon.com/images/P/0060920084.01.LZZZZZZZ.jpg;9.0;7.916666666666667;7.785714285714286;;7.0;7.0
0060922559;Legends & Lies of World History;R. Shenkman;1994-01-01;Perennial;History;Nonfiction, Reference, History, World History, Humor, Historical, Audiobook, Reference, Trivia;http://images.amazon.com/images/P/0060922559.01.LZZZZZZZ.jpg;;;7.0;;;
0060924985;The Infinite Plan : A Novel;Isabel Allende;1994-01-01;Perennial;Fiction;Historical, Historical Fiction, Magical Realism, European Literature, Spanish Literature, Novels, Romance, Literature, Cultural, Latin American, Contemporary, Literary Fiction;http://images.amazon.com/images/P/0060924985.01.LZZZZZZZ.jpg;;6.2;5.0;;;6.0
0060925752;Soul Mates;Thomas Moore;1994-01-01;Perennial;Psychology;Spirituality, Nonfiction, Relationships, Self Help, Philosophy, Love, Religion, Marriage, Sexuality;http://images.amazon.com/images/P/0060925752.01.LZZZZZZZ.jpg;;;8.666666666666666;;;
0060925779;The Wit & Wisdom of Winston Churchill;James C. Humes;1995-01-01;Perennial;History;Nonfiction, Biography, Literature, Humor, Reference;http://images.amazon.com/images/P/0060925779.01.LZZZZZZZ.jpg;;;;;;10.0
0060927518;Testaments Betrayed : Essay in Nine Parts, An;Milan Kundera;1996-01-01;Perennial;Writing;Essays, Nonfiction, Literature, European Literature, Czech Literature, Criticism, Literary Criticism, Criticism, Philosophy, Music, Art, Cultural, France;http://images.amazon.com/images/P/0060927518.01.LZZZZZZZ.jpg;;6.5;;;;
0060927542;Mr. Ives' Christmas;Oscar Hijuelos;1996-01-01;Perennial;Fiction;Holiday, Christmas, Religion, Novels, Literary Fiction, Holiday, Contemporary, New York, Spirituality, Christianity, Catholic;http://images.amazon.com/images/P/0060927542.01.LZZZZZZZ.jpg;;;;7.0;6.0;
0060928417;Slowness: A Novel;Milan Kundera;1997-01-01;Perennial;Fiction;Novels, Literature, European Literature, Czech Literature, Philosophy, Cultural, France, Contemporary, Classics, Literature, 20th Century, Roman;http://images.amazon.com/images/P/0060928417.01.LZZZZZZZ.jpg;;5.5;6.0;;9.0;
0060928778;Full Woman, Fleshly Apple, Hot Moon: Selected Poems of Pablo Neruda;Stephen Mitchell;1998-01-01;Perennial;Poetry;Classics, European Literature, Spanish Literature, Cultural, Latin American, Literature, Literature, Latin American Literature, Nobel Prize, Fiction;http://images.amazon.com/images/P/0060928778.01.LZZZZZZZ.jpg;;;9.5;;5.0;
0060929596;As Nature Made Him : The Boy Who Was Raised as a Girl;John Colapinto;2001-01-01;Perennial;Nonfiction;Biography, Psychology, Science, Gender, Autobiography, Memoir, LGBT, Biography Memoir, LGBT, Queer, Sociology;http://images.amazon.com/images/P/0060929596.01.LZZZZZZZ.jpg;;10.0;8.25;;8.25;
0060929871;Brave New World;Aldous Huxley;1998-01-01;Perennial;Classics;Fiction, Science Fiction, Science Fiction, Dystopia, Literature, Novels, Academic, School, Fantasy, Philosophy, Science Fiction Fantasy;http://images.amazon.com/images/P/0060929871.01.LZZZZZZZ.jpg;8.5;7.909090909090909;8.0;;7.714285714285714;9.0
0060930179;Aphrodite: A Memoir of the Senses;Isabel Allende;1999-01-01;Perennial;Nonfiction;Food and Drink, Food, Autobiography, Memoir, Food and Drink, Cooking, Biography, Food and Drink, Cookbooks, European Literature, Spanish Literature, Biography Memoir, Romance, Cultural, Latin American;http://images.amazon.com/images/P/0060930179.01.LZZZZZZZ.jpg;;9.0;;;;
0060930217;V. (Perennial Classics);Thomas Pynchon;1999-01-01;Perennial Classics;Fiction;Classics, Literature, Novels, Literature, American, Contemporary, Literary Fiction, Literature, 20th Century, The United States Of America, Modern;http://images.amazon.com/images/P/0060930217.01.LZZZZZZZ.jpg;;10.0;;;;
0060930314;Identity: A Novel;Milan Kundera;1999-01-01;Perennial;Fiction;Novels, European Literature, Czech Literature, Literature, Philosophy, Contemporary, Cultural, France, Classics, Literary Fiction, Literature, 20th Century;http://images.amazon.com/images/P/0060930314.01.LZZZZZZZ.jpg;;;;;8.0;
0060930535;The Poisonwood Bible: A Novel;Barbara Kingsolver;1999-01-01;Perennial;Fiction;Historical, Historical Fiction, Cultural, Africa, Classics, Historical, Literary Fiction, Literature, Novels, Religion, Adult Fiction;http://images.amazon.com/images/P/0060930535.01.LZZZZZZZ.jpg;10.0;8.13265306122449;8.074468085106384;7.0;7.833333333333333;8.84375
0060930861;Cloudsplitter : A Novel;Russell Banks;1999-01-01;Perennial;Fiction;Historical, Historical Fiction, Military History, Civil War, Historical, Novels, Literature, Literary Fiction, North American Hi..., American History, Literature, American, The United States Of America;http://images.amazon.com/images/P/0060930861.01.LZZZZZZZ.jpg;;;;;7.0;7.0
0060931361;Plato, Not Prozac! : Applying Eternal Wisdom to Everyday Problems;Lou Marinoff;2000-01-01;Perennial;Philosophy;Nonfiction, Psychology, Self Help, Health, Literature, American, Science, Sociology, Unfinished;http://images.amazon.com/images/P/0060931361.01.LZZZZZZZ.jpg;;;9.0;;;
006093140X;The Golden Notebook : Perennial Classics edition (Perennial Classics);Doris M. Lessing;1999-01-01;Perennial Classics;Fiction;Classics, Feminism, Literature, Novels, Nobel Prize, Literary Fiction, Womens, European Literature, British Literature, Literature, 20th Century;http://images.amazon.com/images/P/006093140X.01.LZZZZZZZ.jpg;;7.5;;;;
0060931671;The Crying of Lot 49;Thomas Pynchon;1999-01-01;Perennial Classics;Fiction;Classics, Literature, Novels, Literature, American, Mystery, Literary Fiction, Contemporary, Literature, 20th Century, The United States Of America;http://images.amazon.com/images/P/0060931671.01.LZZZZZZZ.jpg;;8.0;10.0;10.0;7.0;
0060931809;The Map That Changed the World : William Smith and the Birth of Modern Geology;Simon Winchester;2002-01-01;Perennial;History;Nonfiction, Science, Biography, Science, Geology, Science, Geography, Cartography, Maps, Audiobook, Science, History Of Science, Historical;http://images.amazon.com/images/P/0060931809.01.LZZZZZZZ.jpg;;8.0;7.75;;8.0;8.0
0060931957;The Odyssey of Homer (Perennial Classics);Richmond Lattimore;1999-01-01;Perennial;Classics;Fiction, Poetry, Fantasy, Mythology, Fantasy, Academic, School, Literature, Adventure, Academic, Read For School, Historical, Historical Fiction;http://images.amazon.com/images/P/0060931957.01.LZZZZZZZ.jpg;;;;;;9.0
0060933151;Everville;Clive Barker;1999-01-01;Perennial;Horror;Fantasy, Fiction, Fantasy, Dark Fantasy, Fantasy, Urban Fantasy, Thriller, Science Fiction, Fantasy, Supernatural, Suspense, Science Fiction Fantasy;http://images.amazon.com/images/P/0060933151.01.LZZZZZZZ.jpg;;2.0;;;;
006093316X;The Great and Secret Show: The First Book of the Art;Clive Barker;1999-01-01;Perennial;Horror;Fantasy, Fiction, Fantasy, Dark Fantasy, Thriller, Science Fiction, Novels, Fantasy, Urban Fantasy, Suspense, Fantasy, Supernatural;http://images.amazon.com/images/P/006093316X.01.LZZZZZZZ.jpg;;7.5;;;;
0060933526;A Mulligan for Bobby Jobe: A Novel;Robert Cullen;2002-01-01;Perennial;Fiction;;http://images.amazon.com/images/P/0060933526.01.LZZZZZZZ.jpg;;;8.0;;;
0060934727;Mike Nelson's Death Rat! : A Novel;Michael J. Nelson;2003-01-01;Perennial Currents;Fiction;Humor, Humor, Comedy;http://images.amazon.com/images/P/0060934727.01.LZZZZZZZ.jpg;;;8.0;;;
0060934905;Middle Age: A Romance;Joyce Carol Oates;2002-01-01;Ecco;Fiction;Contemporary, Literary Fiction, Romance, Literature, American, Literature, Novels, The United States Of America, Death, Drama;http://images.amazon.com/images/P/0060934905.01.LZZZZZZZ.jpg;;;10.0;;;7.0
0060934913;Kitchen Confidential: Adventures in the Culinary Underbelly;Anthony Bourdain;2001-01-01;Ecco;Nonfiction;Food and Drink, Food, Autobiography, Memoir, Biography, Food and Drink, Cooking, Audiobook, Biography, Autobiography, Biography Memoir, Humor, Food and Drink, Foodie;http://images.amazon.com/images/P/0060934913.01.LZZZZZZZ.jpg;;8.166666666666666;8.333333333333334;;;
0060935464;To Kill a Mockingbird;Harper Lee;2002-01-01;Perennial Classics;Classics;Fiction, Historical, Historical Fiction, Academic, School, Literature, Young Adult, Historical, Academic, Read For School, Novels, Young Adult, High School;http://images.amazon.com/images/P/0060935464.01.LZZZZZZZ.jpg;9.0;8.866666666666667;8.916666666666666;;8.5;10.0
0060936509;The Best American Science Writing 2002 (Best American Science Writing (Paperback));Matt Ridley;2002-01-01;Ecco;Science;Nonfiction, Science, Popular Science;http://images.amazon.com/images/P/0060936509.01.LZZZZZZZ.jpg;;;;;;9.0
0060951273;El plan infinito;Isabel Allende;1995-01-01;Rayo;Fiction;Historical, Historical Fiction, Magical Realism, European Literature, Spanish Literature, Novels, Romance, Literature, Cultural, Latin American, Contemporary, Literary Fiction;http://images.amazon.com/images/P/0060951273.01.LZZZZZZZ.jpg;;;;;7.0;
0060951303;La casa de los espÃ­ritus;Isabel Allende;1995-01-01;Rayo;Fiction;Magical Realism, Historical, Historical Fiction, Classics, Fantasy, European Literature, Spanish Literature, Historical, Novels, Literature, Cultural, Latin American;http://images.amazon.com/images/P/0060951303.01.LZZZZZZZ.jpg;;9.0;10.0;;;7.0
0060952431;Creating a Life Worth Living;Carol Lloyd;1997-01-01;Perennial;Self Help;Nonfiction, Language, Writing, Art, Art, Crafts, Self Help, Personal Development, Business;http://images.amazon.com/images/P/0060952431.01.LZZZZZZZ.jpg;;9.5;;;;
0060957905;Tales of H.P. Lovecraft;Joyce Carol Oates;2000-01-01;Ecco;Horror;Fiction, Short Stories, Classics, Fantasy, Science Fiction, Gothic, Literature, Fantasy, Weird Fiction, Horror, Lovecraftian;http://images.amazon.com/images/P/0060957905.01.LZZZZZZZ.jpg;;;;;9.0;
0060958022;Five Quarters of the Orange;Joanne Harris;2002-01-01;Perennial;Fiction;Historical, Historical Fiction, Cultural, France, Historical, Food and Drink, Food, War, World War II, War, Contemporary, Book Club, Mystery;http://images.amazon.com/images/P/0060958022.01.LZZZZZZZ.jpg;;7.0588235294117645;8.166666666666666;6.0;7.125;8.2
0060959037;Prodigal Summer: A Novel;Barbara Kingsolver;2001-01-01;Perennial;Fiction;Environment, Nature, Contemporary, Literary Fiction, Novels, Adult Fiction, Adult, Literature, Environment, Audiobook;http://images.amazon.com/images/P/0060959037.01.LZZZZZZZ.jpg;10.0;8.042553191489361;8.155555555555555;;7.875;8.2
0060974680;Europe : A History;Norman Davies;1998-01-01;Perennial;History;Nonfiction, History, European History, History, World History, Historical, Politics, Audiobook, Unfinished, Literature, 20th Century, Reference;http://images.amazon.com/images/P/0060974680.01.LZZZZZZZ.jpg;;;;;;9.0
0060974990;Savage Inequalities: Children in America's Schools;Jonathan Kozol;1992-01-01;Perennial;Education;Nonfiction, Sociology, Social Movements, Social Justice, Teaching, Politics, Race, History, Academic, School, Social Issues, Poverty;http://images.amazon.com/images/P/0060974990.01.LZZZZZZZ.jpg;;7.0;;;9.0;
0060976101;The Stars at Noon;Denis Johnson;1995-01-01;Perennial;Fiction;Historical, Historical Fiction, Novels, Romance, Literature, Literary Fiction, Cultural, Latin American, Literature, 20th Century, Retellings, Adaptations, Literature, American;http://images.amazon.com/images/P/0060976101.01.LZZZZZZZ.jpg;;;;;;6.0
0060977108;The Physics of Star Trek;Lawrence M. Krauss;1996-01-01;Perennial;Science;Nonfiction, Media Tie In, Star Trek, Science, Physics, Science, Popular Science, Reference, Space, Media Tie In, Tv, Science Fiction Fantasy, Science, Astronomy;http://images.amazon.com/images/P/0060977108.01.LZZZZZZZ.jpg;;8.0;7.0;;;
0060977493;The God of Small Things;Arundhati Roy;1998-01-01;Perennial;Fiction;Cultural, India, Historical, Historical Fiction, Contemporary, Classics, Literary Fiction, Asian Literature, Indian Literature, Novels, Literature, Cultural, Asia;http://images.amazon.com/images/P/0060977493.01.LZZZZZZZ.jpg;7.666666666666667;7.838709677419355;7.978260869565218;;6.882352941176471;8.090909090909092
0060987324;Girlfriend in a Coma;Douglas Coupland;1999-01-01;Regan Books;Fiction;Cultural, Canada, Contemporary, Science Fiction, Novels, Science Fiction, Dystopia, Apocalyptic, Post Apocalyptic, Fantasy, Literature, Literary Fiction;http://images.amazon.com/images/P/0060987324.01.LZZZZZZZ.jpg;;7.083333333333333;7.333333333333333;;6.666666666666667;
0060987464;The Long Hard Road Out of Hell;Marilyn Manson;1999-01-01;Regan Books;Nonfiction;Music, Biography, Autobiography, Memoir, Biography, Autobiography, Biography Memoir, Literature, American, Adult, Audiobook, Biography, Music Biography;http://images.amazon.com/images/P/0060987464.01.LZZZZZZZ.jpg;8.0;;8.0;;10.0;
0060987529;Confessions of an Ugly Stepsister : A Novel;Gregory Maguire;2000-01-01;Regan Books;Fantasy;Fantasy, Fairy Tales, Historical, Historical Fiction, Fiction, Retellings, Historical, Adult, Adult Fiction, Young Adult, Science Fiction Fantasy;http://images.amazon.com/images/P/0060987529.01.LZZZZZZZ.jpg;;7.109756097560975;7.093023255813954;;7.814814814814815;8.714285714285714
0060988258;Running In Heels: A Novel;Anna Maxted;2002-01-01;Regan Books;Womens Fiction;Chick Lit, Fiction, Contemporary, Humor, Romance, European Literature, British Literature, Adult, Womens Fiction, Novels, Adult Fiction;http://images.amazon.com/images/P/0060988258.01.LZZZZZZZ.jpg;;7.0;8.0;;8.0;
0060988649;Lost: A Novel;Gregory Maguire;2002-01-01;Regan Books;Fantasy;Fiction, Mystery, Horror, Fantasy, Fairy Tales, Adult, Retellings, Science Fiction Fantasy, Fantasy, Supernatural, Historical, Historical Fiction;http://images.amazon.com/images/P/0060988649.01.LZZZZZZZ.jpg;;6.0;6.888888888888889;;7.5;7.0
0060989157;The Dirt : Confessions of the World's Most Notorious Rock Band;Tommy Lee;2002-01-01;Regan Books;Music;Nonfiction, Biography, Autobiography, Memoir, Biography, Autobiography, Biography Memoir, Music, Rock N Roll, Audiobook, Biography, Music Biography, Culture, Pop Culture;http://images.amazon.com/images/P/0060989157.01.LZZZZZZZ.jpg;;8.0;;;;
0061014095;Your Cheatin' Heart : A Novel;Nancy Bartholomew;2000-01-01;HarperTorch;Romance;Mystery, Womens Fiction, Chick Lit, Contemporary, Fiction;http://images.amazon.com/images/P/0061014095.01.LZZZZZZZ.jpg;;7.0;;;;
006101561X;Cat Seeing Double : A Joe Grey Mystery (Joe Grey Mysteries (Paperback));Shirley Rousseau Murphy;2003-01-01;Avon;Mystery;Animals, Cats, Fiction, Fantasy, Mystery, Cozy Mystery, Animals, Fantasy, Paranormal, Audiobook, Thriller, Mystery Thriller, Mystery, Murder Mystery;http://images.amazon.com/images/P/006101561X.01.LZZZZZZZ.jpg;;;;;;9.0
0061015628;Cat Laughing Last : A Joe Grey Mystery (Joe Grey Mysteries (Paperback));Shirley Rousseau Murphy;2002-01-01;Avon;Mystery;Fiction, Animals, Cats, Fantasy, Animals, Mystery, Cozy Mystery, Fantasy, Paranormal, Adult, Mystery, Murder Mystery, Audiobook;http://images.amazon.com/images/P/0061015628.01.LZZZZZZZ.jpg;;;9.0;;;8.0
